;commit_hash;author_date_unix_timestamp;commit_message;fix;classification;contains_bug;ns;nd;nf;entropy;la;ld;lt;ndev;age;nuc;exp;rexp;sexp;contains_bug_gpt;vl;vl_gpt
2649;6bae6fb2e43aaf2ec37c7bd827990692068ff723;1345736662;mo polish ;False;;False;1.0;1.0;1.0;0.0;2.0;2.0;211.0;1.0;0.0010069444444444;1.0;582.0;73.10264410282099;40.0;0;0;0
2650;5f6ba18da08eebca581dd6ecfb6238b63742335f;1345736790;typo ;False;;False;1.0;1.0;1.0;0.0;1.0;1.0;211.0;1.0;0.0014814814814814;1.0;583.0;74.10264410282099;41.0;0;0;0
2651;f992b91c9d96cc83e2ba29a5978fc3c1ad0012f2;1345738702;added a generic API to configure the notify by event type - which can be looked up using the EventType enum value ;False;Feature Addition;True;1.0;3.0;5.0;1.7739159999061929;174.0;11.0;160.6;2.0;0.450099537037037;2.0;584.0;75.10039328397156;42.0;1;7;7
2652;ad5bbd71b60ad88a1988924b97436c43fa6c004a;1345739547;Update versions ;False;;False;1.0;1.0;1.0;0.0;40.0;40.0;1363.0;18.0;0.1422106481481481;1.0;172.0;9.371114991888252;38.0;0;0;0
2653;854d27fcad78a7f0ccbb6c9c9631750c2c686911;1345741018;updated the AuditEventNotifier to use the new configuration mechanism ;False;Feature Addition;True;1.0;2.0;3.0;0.2512590494163713;229.0;219.0;232.0;2.0;0.7729475308641977;2.0;585.0;75.58765484087567;43.0;1;7;7
2654;b28a3951afbe6226f1c571baa33a5e7c09f7baae;1345745124;Bridged the Policy Model with the Notifier API for Camel Context exclusions ;False;;True;1.0;5.0;7.0;2.4015861338107203;141.0;48.0;85.14285714285714;2.0;0.1065079365079365;4.0;5.0;3.1483516483516483;3.0;1;0;0
2655;a3680d8ef155e2d0760136a58bfe79169b71fc5e;1345797162;added the ability to update the policy on the fly and reconfigure the existing notifiers ;False;Feature Addition;False;1.0;2.0;5.0;2.2050580420823214;96.0;16.0;92.8;2.0;0.5632800925925926;3.0;586.0;75.53356011305733;44.0;0;0;0
2656;935383948595999a8b44c3fdd768c573ffce587b;1345798480;added a sample configuration file ;False;Feature Addition;False;1.0;1.0;1.0;0.0;8.0;0.0;0.0;0.0;0.0;0.0;587.0;76.53326788628937;107.0;0;0;0
2657;bdc331a872112612e360ddc0e5487007c4962541;1345798490;fixed some NPEs ;True;Corrective;False;1.0;1.0;1.0;0.0;11.0;4.0;57.0;1.0;0.617662037037037;1.0;588.0;77.53326788628937;45.0;0;0;0
2658;25067072106a69c7bc7a89d9c9748fa9c1255ead;1345802944;refactored the code into the bai-core module and added a simple implementation of the configuration parser ;False;Feature Addition;True;2.0;10.0;21.0;2.57076289794396;502.0;48.0;86.66666666666667;6.0;0.3110686728395062;7.0;589.0;78.45536460434481;23.5;1;0;0
2659;7c6a6c45bac87d56d49c8c88820169ab13165c13;1345806943;first spike of BAI agent which reload and re-applies configurations on the fly ;False;;True;2.0;6.0;11.0;2.647887411191022;231.0;141.0;130.9090909090909;2.0;0.3575242003367003;5.0;590.0;79.41950422890636;77.5;1;0;0
2660;d5c5bbacf9b53ea0baf028a812e35218f2fa8d98;1345810943;fixed bad link ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;1.0;53.0;1.0;134.9361111111111;1.0;591.0;80.41514610037584;61.0;0;0;0
2661;0dbddd6df3446c01b20d4c30a83e63b8ed8a840d;1345810971;added nicer comments to the BAI config file ;False;Feature Addition;False;1.0;1.0;1.0;0.0;9.0;1.0;14.0;1.0;0.0466203703703703;1.0;592.0;81.41514610037584;109.0;0;0;0
2662;a4f5f9aa54e498301b4886fd1c053c9ade98425c;1345812053;removed debugging cruft and used a valid expression (avoids ${} completion) ;True;Corrective;False;2.0;3.0;4.0;1.877640283173421;8.0;10.0;68.25;2.0;0.0590596064814814;3.0;593.0;82.41514610037584;79.0;0;0;0
2663;479b5f13b6ec1a554877ce7262a510b224356e4e;1345812329;Hardened the Policy model of BAI ;False;;False;1.0;6.0;9.0;2.3362560456835864;171.0;30.0;71.88888888888889;3.0;0.4376671810699588;5.0;6.0;4.148351648351648;4.0;0;0;0
2664;6bcaf3860916272c18f83292fe6865baf85239aa;1345816261;Add open shift/cartridge ;False;Feature Addition;False;1.0;58.0;124.0;5.545953018492028;9208.0;0.0;0.6290322580645161;6.0;0.3467218301971326;1.0;45.0;1.8838066283875927;11.0;0;0;0
2665;ea3794e059625e88d8aed3b34862f8977881035e;1345817811;Improve doc ;False;Non Functional;False;1.0;1.0;1.0;0.0;74.0;1.0;41.0;1.0;0.0179398148148148;1.0;46.0;2.8613712774356177;12.0;0;0;0
2666;ce178c94d1c6700b5a9baf0b6cb1f8398d2a16cb;1345822124;comment variable not required for org - ops4j - pax - web - cfg ;False;;False;1.0;1.0;1.0;0.0;1.0;1.0;20.0;1.0;0.0678587962962962;1.0;47.0;3.838935926483643;13.0;0;0;0
2667;52c09f68cc1142a03ff0073dfe94598d1a31bccb;1345823354;Reduce image size ;False;;False;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0
2668;99879adcdb413bfeecf9cd57d70d667ce404b2e0;1345828004;Remove lib  â¦ and create a deploy file using wget on the cloud instance ;False;Feature Addition;False;1.0;47.0;96.0;5.297734045090585;27.0;8270.0;86.19791666666667;1.0;0.135914351851852;1.0;48.0;4.8385277632183366;14.0;0;0;0
2669;43572107857e9397cbf5b1aaefc2a69156dd9ba5;1345828313;Clean file ;False;Perfective;False;1.0;1.0;1.0;0.0;49.0;49.0;114.0;1.0;0.1215509259259259;1.0;49.0;5.8385277632183366;15.0;0;0;0
2670;6c8a5c8fdc49349f6221906d18a4907310f12656;1345888454;added support for using * as an event type to refer to all of the event types so its easy to apply a filter/flag/regex to all of them at the same time ;False;Feature Addition;True;2.0;5.0;8.0;2.010742213824621;87.0;7.0;156.25;2.0;0.6927763310185187;3.0;594.0;83.18061672098277;80.0;1;6;6
2671;70e7e92896dfbd70190d07b1d347a9ccadd7f969;1346051280;Add missing link of Red Hat forum ;False;Feature Addition;False;1.0;1.0;1.0;0.0;12.0;15.0;114.0;1.0;2.580636574074074;1.0;50.0;6.8385277632183366;16.0;0;0;0
2672;ae4612359d2f92767c77f5ac70f13bb1cf2e75d9;1346051635;Add lines ;False;Feature Addition;False;1.0;1.0;1.0;0.0;1.0;0.0;111.0;1.0;0.0041087962962962;1.0;51.0;7.838527763218336;17.0;0;0;0
2673;2aeadca54b63eee310a5d349cfd5c6aa89144e97;1346051886;Reorder ;False;;False;1.0;1.0;1.0;0.0;7.0;7.0;112.0;1.0;0.0029050925925925;1.0;52.0;8.838527763218337;18.0;0;0;0
2674;201617341071fd13d763929dc7b919897bcc4cf1;1346077723;Change start/stop and karaf script to define the shutdown_host ;False;;False;1.0;3.0;4.0;1.7841591278514215;5.0;7.0;125.0;1.0;2.34439525462963;2.0;53.0;9.826392586567032;19.0;0;0;0
2675;1beed81997c11148192ee05371b0a9114b6d44a6;1346077880;change script ;False;;False;1.0;1.0;1.0;0.0;2.0;1.0;33.0;1.0;2.8920833333333333;1.0;54.0;10.826392586567032;20.0;0;0;0
2676;c53cfb0ef2374afb9218c007da1dc43caa0e4998;1346081639;change scripts ;False;;False;1.0;1.0;3.0;1.5709505944546684;6.0;4.0;16.333333333333332;1.0;0.0447183641975308;2.0;55.0;11.826392586567032;21.0;0;0;0
2677;a2324d112a7368a0c190cb651fd3e42623fc7785;1346086054;Changed the underlying BAI Policy API -  Much cleaner and clearer now -  ;False;Perfective;False;1.0;9.0;22.0;3.711746824414444;899.0;533.0;51.54545454545455;2.0;1.603808396464646;3.0;7.0;5.142857142857142;5.0;0;0;0
2678;895f79211b854384a5b6e7e40d51356befad02ca;1346170420;ENTESB-261 - Use same version of commons-lang as Karaf Camel CXF AMQ Conflicts: 	fabric/fabric-hadoop/pom - xml 	fabric/fuse-fabric/src/main/resources/fabric-features - xml ;False;Feature Addition;False;4.0;4.0;4.0;1.799015670655122;9.0;10.0;549.75;18.0;19.01317418981481;3.0;175.0;10.177759510340143;47.5;0;0;0
2679;7a9d45bdb59300ad005ab7dbdf726dd447cf4022;1346170420;ENTESB-261 - Use same version of commons-lang as Karaf Camel CXF AMQ ;False;;False;4.0;5.0;5.0;2.1230741894285696;12.0;13.0;484.6;18.0;62.49549305555555;4.0;173.0;9.677759510340143;46.0;0;0;0
2680;9228ed0a4299ace6ade7e5768c5602fffed1e5f6;1346187303;ENTESB-267: Simplify patching and remove discovery ;False;;False;4.0;6.0;9.0;1.9783850260965887;10.0;938.0;201.0;9.0;65.3273688271605;5.0;254.0;11.5246083763581;39.25;0;0;0
2681;73984f08691da68ac5a86bc062a961442418e2c4;1346262379;Use new commons-lang in startup properties as well ;False;Feature Addition;False;1.0;1.0;1.0;0.0;1.0;1.0;30.0;2.0;127.97493055555556;1.0;176.0;12.101716294990592;42.0;0;0;0
2682;278fc87ecc6f04c88984346e66cee09c49f59682;1346282817;ENTESB-181 - align user name to admin for enterprise (this will require a new perfectus              build of Karaf which is in progress) -  ;False;Feature Addition;False;2.0;2.0;3.0;1.3921472236645345;9.0;9.0;81.66666666666667;6.0;135.27994212962963;3.0;177.0;13.076330844121271;71.5;0;0;0
2683;77043d920af0d887116a3b9f21f128122667401d;1346282817;ENTESB-181 - align user name to admin for enterprise (this will require a new perfectus              build of Karaf which is in progress) -  ;False;Feature Addition;False;2.0;2.0;3.0;1.3921472236645345;9.0;9.0;81.66666666666667;6.0;135.27994212962963;3.0;178.0;13.076330844121271;72.5;0;0;0
2684;26005fc42f27518b79e360ac84bae2125ba24554;1346348115;Improved Fuse BAI Policy API  integrated it with the runtime -  Audit Notifiers are now instrumented with the config coming from the Policy API -  Reviewed PropertyMapConfigSlurper with the latest changes to config format -  ;False;Preventative;False;1.0;13.0;25.0;3.412384335548424;395.0;190.0;107.6;3.0;4.136196759259261;5.0;8.0;4.638095238095238;6.0;0;0;0
2685;66d5e31f1574f90ed2c46658c9b22c3c684fbbfb;1346406859;Fixed compile errors on bai-core ;True;Corrective;False;1.0;2.0;4.0;1.2863774087497029;47.0;47.0;240.0;2.0;3.339982638888889;2.0;9.0;5.138095238095238;7.0;0;0;0
2686;11e9830ecc0c335f76b56bddd001742caef1069e;1346657697;fixed typo ;True;Corrective;False;1.0;2.0;2.0;1.0;3.0;1.0;109.0;1.0;4.4516377314814815;1.0;595.0;51.94157884259204;50.0;0;0;0
2687;05ea8cf922f316ba98557393a4365e2d22a87807;1346763281;fabric-agent now uses org - fusesource - common - util as private package -  ;False;;False;1.0;1.0;1.0;0.0;2.0;2.0;215.0;9.0;12.087754629629629;1.0;429.0;29.00186112450241;360.0;0;0;0
2688;d2815808a74360afbea6845d23bbf8ec72929b15;1346764223;[FABRIC-260] Misc improvements on resolvers -  ;True;Corrective;True;1.0;8.0;11.0;2.8494262298075848;166.0;19.0;253.45454545454547;16.0;61.40647622053873;8.0;430.0;30.00186112450241;361.0;1;50;50
2689;2ad351db4ceacdaa89ed44bf8becfe89f6621308;1346852323;Update to pax logging 1 - 6 - 10 ;False;;False;1.0;1.0;1.0;0.0;1.0;1.0;1339.0;18.0;44.00739583333333;1.0;179.0;12.450557237369528;41.0;0;0;0
2690;680d0254e21321030f231149e0a3543c2125098c;1346926008;ENTESB-216 Fixed the license header issue of fuse-esb example blueprint - xml ;True;Corrective;False;1.0;4.0;4.0;1.9991421039919088;54.0;62.0;64.25;4.0;141.71228009259258;1.0;53.0;2.845632293353386;25.0;0;0;0
2691;e8f38f5f5f576cf7357eec0b453f53956ef30069;1346926008;ENTESB-216 Fixed the license header issue of fuse-esb example blueprint - xml ;True;Corrective;False;1.0;4.0;4.0;1.9991421039919088;54.0;62.0;64.25;4.0;141.71228009259258;1.0;54.0;2.845632293353386;26.0;0;0;0
2692;5ac8697759d9f4712590eb71a7b67217b1c5b99a;1346926008;ENTESB-216 Fixed the license header issue of fuse-esb example blueprint - xml ;True;Corrective;False;1.0;4.0;4.0;1.9991421039919088;54.0;62.0;64.25;4.0;141.71228009259258;1.0;55.0;2.845632293353386;27.0;0;0;0
2693;4ee0a9ed05bac8800849e52e595e4d6bc47b3959;1346931368;Remove some old cxf features - these are in the CXF features file now ;False;Feature Addition;False;1.0;1.0;1.0;0.0;0.0;10.0;260.0;8.0;131.8583449074074;1.0;182.0;11.881615168733244;108.0;0;0;0
2694;2da0474aeacb40cf50c5af18d7aae15e43222cc8;1346931368;Remove some old cxf features - these are in the CXF features file now ;False;Feature Addition;False;1.0;1.0;1.0;0.0;0.0;10.0;258.0;8.0;48.99653935185185;1.0;180.0;11.881615168733244;107.0;0;0;0
2695;933f41e3901830b674701cc088c7a37cd52daf41;1346931425;Update to latest 7 - 1 perfectus build Conflicts: 	pom - xml ;False;Preventative;False;1.0;1.0;1.0;0.0;2.0;3.0;1363.0;18.0;8.807928240740742;1.0;183.0;13.881615168733244;43.0;0;0;0
2696;034006d6abd8dc2667ebc46027600c5d0840c959;1346931425;Update to latest 7 - 1 perfectus build ;False;Preventative;False;1.0;1.0;1.0;0.0;18.0;18.0;1396.0;18.0;8.807928240740742;1.0;181.0;12.881615168733244;42.0;0;0;0
2697;71fc03d779fb67cbfcb4e6077d246f2e2271203a;1346944367;added a first spike at an XML configuration for audit policies based on great feedback from an awesome customer :) ;False;Feature Addition;True;2.0;6.0;19.0;3.777860534783204;1073.0;156.0;36.0;3.0;1.0739376218323586;2.0;596.0;44.47571249363107;26.5;1;6;6
2698;7b6c70dc1cd49d232dae9bfc10e88805e15d31ea;1346989289;added the basic XML model for audit configuration for contexts  events  endpoints ;False;Feature Addition;False;1.0;5.0;18.0;3.696900896359373;669.0;99.0;69.0;2.0;1.2449189814814805;2.0;597.0;44.11412634939581;52.0;0;0;0
2699;db1f54923eed83073b61f35d2cf83e4739b40041;1346992484;added camel expression predicates to the XML ;False;Feature Addition;False;1.0;3.0;9.0;2.696094050961136;254.0;9.0;32.888888888888886;2.0;2.520551697530864;3.0;598.0;45.11412634939581;53.0;0;0;0
2700;ccc2630a9c58df5706c537929fa384de3031d080;1346993401;added tests for predicates and made more DRY XML if configurations are omitted ;False;Feature Addition;False;1.0;3.0;4.0;1.2972861680770018;84.0;32.0;88.25;1.0;0.0291030092592592;2.0;599.0;46.11296490920999;54.0;0;0;0
2701;bba2380b866b27960b4360e65a17e6491041cafb;1347010218;add a BAI XSD and validate with it by default ;False;Feature Addition;False;1.0;10.0;26.0;3.5317859108290297;296.0;181.0;102.6923076923077;3.0;1.6274194266381763;8.0;600.0;46.47180611194369;55.0;0;0;0
2702;5c9efab0c5ebc691c949d38af5d3cb7e011eabf6;1347010262;removed cruft ;False;;False;1.0;1.0;1.0;0.0;0.0;3.0;26.0;1.0;0.0005092592592592;1.0;601.0;47.47180611194369;56.0;0;0;0
2703;2c9e05c33a30061f57c63be9182b48f3a5d92dd5;1347013642;added an example of detailed and verbose logging etc ;False;Feature Addition;False;1.0;1.0;1.0;0.0;55.0;0.0;0.0;0.0;0.0;0.0;602.0;48.27464847809317;57.0;0;0;0
2704;029b48846597a7a5db4bb497a142ded5f1da88ee;1347026733;updating company names ;False;;False;1.0;1.0;3.0;1.584962500721156;3.0;3.0;35.666666666666664;1.0;56.43148919753086;3.0;603.0;48.52090227851132;62.0;0;0;0
2705;3a0db44aa5307118ee67d525de5e82b26284e327;1347031977;ported the PropertyMapPolicySlurper over to the new XML/Java DSL based PolicySet API ;False;Feature Addition;True;2.0;15.0;46.0;4.5171366805877495;1823.0;1216.0;100.5;6.0;3.98581295289855;11.0;604.0;49.49432171824528;30.5;1;5;5
2706;5db5b6c3c613e75d70cdcb839de9d373a84cb4a7;1347033492;unified the old Policy model and properties parsing code with the newer XML / XSD / Java DSL so weve a single implementation of the Auditor which can be configured with the same underlying model which can be created via properties  OSGi Config Admin  Java DSL or XML / XSD -  Still needs a bit more work and testing but its coming together -  -  -  ;False;Feature Addition;False;1.0;11.0;25.0;3.906897776440153;64.0;1986.0;127.08;3.0;0.6500393518518518;3.0;605.0;50.45884553745447;59.0;0;0;0
2707;745386f255a9acba4951c93d080be5ee2090ae56;1347269206;use config admin by default ;False;;False;1.0;1.0;1.0;0.0;1.0;1.0;33.0;2.0;10.660775462962963;1.0;606.0;50.71343973189215;60.0;0;0;0
2708;dbf1e9273f27b4744071070135e9935f3e2b8430;1347269230;renamed class to nicer name ;False;Perfective;False;1.0;5.0;6.0;1.7018257356907571;86.0;21.0;69.66666666666667;2.0;0.9094888117283952;2.0;607.0;51.71343973189215;61.0;0;0;0
2709;e8c82983f7cba59eaf61b6808eaedcff1ea8be6c;1347270057;added support for a body expression for the audit payload ;False;Feature Addition;False;1.0;2.0;6.0;1.8426936966812888;106.0;24.0;107.0;1.0;1.418425925925926;5.0;608.0;52.71343973189215;62.0;0;0;0
2710;d867703e7f8bea3c1a008582c223c9331006f5e3;1347271422;got the BAI spring test cases working again with the new properties based policy ;False;Feature Addition;True;1.0;11.0;14.0;2.556722427440021;359.0;274.0;93.85714285714286;3.0;3.131312003968254;6.0;609.0;53.70483317451511;63.0;1;2;2
2711;e61372ed2a6d2356af145989150a10747f67b46f;1347295115;tidied up the BAI configurations ;False;;False;2.0;3.0;3.0;1.1331842537834438;14.0;20.0;29.33333333333333;2.0;5.609749228395063;2.0;610.0;54.35037391178802;88.0;0;0;0
2712;7271bea686d9e17aa710e8280d07a088de1cd937;1347305445;Update to OSGi metadata after KARAF-1797 ;False;;False;1.0;1.0;1.0;0.0;8.0;0.0;209.0;9.0;77.19423611111111;1.0;184.0;15.188197248578502;43.0;0;0;0
2713;b5b8df6d98124233e45747b58948098a52d8dc8a;1347358481;tidied up docs ;False;Non Functional;False;1.0;1.0;1.0;0.0;6.0;5.0;218.0;1.0;8.110925925925926;1.0;611.0;54.94178301666486;65.0;0;0;0
2714;8d9264ac25520631bc44314e3b65d742175e3b1d;1347358642;removed old endpointUri configuration on PolicySet ;False;;True;1.0;2.0;4.0;1.4039904575514166;6.0;19.0;51.5;1.0;3.8394212962962966;3.0;612.0;55.94178301666486;66.0;1;1;1
2715;ef039daef488b374e45fc8adba61706cc5d450d4;1347524546;updated to the latest perfectus build ;False;Preventative;False;1.0;1.0;1.0;0.0;1.0;1.0;1396.0;18.0;6.864826388888889;1.0;613.0;54.47596834254478;89.0;0;0;0
2716;956362e03e1a1a135df5e8ea29b51d21ed24dcd0;1347524560;toned down debug logging of sample ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;1.0;27.0;1.0;19.87982638888889;1.0;614.0;55.47596834254478;67.0;0;0;0
2717;2764b85bd45590ca8b330ad84b5d5e9ffa46794b;1347524606;tidied up the policy code a little so its simpler  leaner & meaner ;False;;False;1.0;4.0;6.0;2.00424226455386;47.0;48.0;97.5;3.0;5.973802083333333;6.0;615.0;56.47596834254478;68.0;0;0;0
2718;5a5d4a51784fe28322197cb8fa83d421b6295ff5;1347526857;"force configuration to be prefixed with bai -  to avoid config admin issues with random other config admin properties leaking through; also makes it easy to work with System properties too ";True;Corrective;False;2.0;9.0;10.0;2.84768552296017;105.0;107.0;97.9;3.0;6.630060185185185;5.0;616.0;57.41681553191634;91.0;0;0;0
2719;ba038e95e47a3e9d7ddb35053fec0b3331b6e258;1347529202;added cleaner logging ;False;Feature Addition;False;2.0;3.0;5.0;1.940623790502476;21.0;8.0;153.6;9.0;7.764361111111111;4.0;617.0;58.23193076270281;92.0;0;0;0
2720;1af5974d2aae98e5a63a62bf1bf7f54c58e0f813;1347546583;support dynamic updating of the BAI configuration if the XML configuration chanages ;False;;False;2.0;5.0;10.0;2.7446972582163736;327.0;39.0;33.8;2.0;1.9371064814814816;4.0;618.0;58.16993844053469;93.0;0;0;0
2721;f83275b975d2cf4f688d5a34f65f06c800a5573c;1347698227;FABRIC-264: Fixed master component to use lenient properties -  ;True;Corrective;False;1.0;1.0;1.0;0.0;8.0;2.0;104.0;4.0;233.53327546296296;1.0;119.0;3.838892678075987;55.0;0;0;0
2722;fcf2394149ed80918c72bbe0ebcd33848a2b48d3;1347698227;FABRIC-264: Fixed master component to use lenient properties -  ;True;Corrective;False;1.0;1.0;1.0;0.0;8.0;2.0;104.0;4.0;233.53327546296296;1.0;118.0;3.838892678075987;54.0;0;0;0
2723;43fbda195874ac2efc59835c1550430d84d71c1f;1347698227;FABRIC-264: Fixed master component to use lenient properties -  ;True;Corrective;False;1.0;1.0;1.0;0.0;8.0;2.0;104.0;3.0;233.53327546296296;1.0;117.0;3.838892678075987;53.0;0;0;0
2724;bf34db43edb2182dfaad8db4ef862d5aefd4ac5a;1347897524;[ENTMQ-63] securing web console ;False;;False;2.0;5.0;5.0;0.8764852259807173;241.0;6.0;366.4;18.0;46.47150231481481;3.0;153.0;6.357629286377697;21.0;0;0;0
2725;556dc392f8dfc0f43048226f6face0bd86e13e77;1347897524;[ENTMQ-63] securing web console ;False;;False;1.0;3.0;3.0;0.6281742388384354;236.0;1.0;46.0;3.0;8.372939814814814;2.0;154.0;6.357629286377697;40.0;0;0;0
2726;1524794fb43a604201f84d70cc808ffb0a22bc11;1347903186;[ENTESB-277] Remove default credentials ;False;;False;1.0;1.0;1.0;0.0;11.0;1.0;19.0;5.0;149.93663194444446;1.0;255.0;9.891107767627766;23.0;0;0;0
2727;8dce20b0a2ab4f5c937067ec41d0a6ab55d3d573;1347963866;[ENTMQ-63] securing jms interface ;False;;False;3.0;4.0;4.0;1.323185051080046;69.0;16.0;405.0;18.0;22.33599537037037;2.0;155.0;8.354262794481794;20.666666666666668;0;0;0
2728;3cc7874f03c00b1224dc853f52b294fbb2c385c5;1347971346;[ENTMQ-87] disable default user ;False;;False;1.0;3.0;5.0;1.6240791531345358;57.0;4.0;87.0;8.0;85.42349537037038;3.0;156.0;9.336708991003563;42.0;0;0;0
2729;e209b73f6a1c794ae38e79e4d701c7f68e2cc273;1347973635;[ENTMQ-88] - default maximum connections setting ;False;;False;2.0;2.0;2.0;1.0;2.0;2.0;63.5;6.0;0.0697800925925925;2.0;157.0;10.325719980014554;30.5;0;0;0
2730;a043da645ce969045812ae600ce69dfb3a47f802;1347973959;[ENTMQ-87] disable default user - readme fix ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;1.0;45.0;3.0;0.00375;1.0;158.0;11.32534290610807;44.0;0;0;0
2731;bbd99ba78152079d2905b74f6c153455b64c884e;1348150472;fixed bad version ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;1.0;94.0;2.0;28.046435185185185;1.0;619.0;43.290919746945406;0.0;0;0;0
2732;45747cf595d3ac4dc0e0af6f459e4afda87ae24a;1348154531;updated the documentation ;False;Non Functional;False;1.0;1.0;1.0;0.0;116.0;128.0;219.0;1.0;9.213541666666666;1.0;620.0;43.56851198621936;72.0;0;0;0
2733;3166821429d6ab46f0a371b921b5fd2524e3a00c;1348164219;Only run FAB tests on Felix ;False;Preventative;False;1.0;1.0;3.0;1.3709505944546687;1.0;4.0;125.0;2.0;28.238449074074072;1.0;185.0;10.279059032758315;7.0;0;0;0
2734;6c84191cf2678dfcb3827cbed85830477a76dc3d;1348172326;Bring in FMC codebase Conflicts:  	fabric/fuse-fabric/src/main/resources/fabric-features - xml 	fabric/pom - xml 	pom - xml ;False;Feature Addition;True;3.0;91.0;686.0;7.252349678550704;101995.0;0.0;2.8338192419825075;18.0;0.0552382133408919;3.0;311.0;5.624399034489168;4.666666666666667;1;417;417
2735;0f9366a309bc15b04d4765f54ac8f93c3285c0ec;1348172847;Correct parent versions ;True;Corrective;False;2.0;7.0;7.0;2.8073549220576046;7.0;7.0;187.42857142857144;1.0;0.0060300925925925;1.0;312.0;6.623623715933755;3.0;0;0;0
2736;d9baafa0daa3fa03945be0f62ee6dbd27fbf00c4;1348217931;[FABRIC-262] fabric-maven-proxy servlet will not display stack traces any more -  If url is malformed bad request  with details will be returned else internal server error -  ;False;;True;1.0;3.0;7.0;2.394553092092374;117.0;51.0;80.57142857142857;5.0;101.57929894179894;4.0;432.0;23.921312459468208;363.0;1;26;26
2737;cdd55543c007312a6674f3cf432fc805f7a2c454;1348235014;make java 7 and java 6 version of BAI ;False;;False;1.0;6.0;29.0;4.75209391922996;768.0;40.0;22.0;3.0;1.7069855523627078;4.0;621.0;42.62319053720038;73.0;0;0;0
2738;e40696c4b33408ee5aa8d7e57ea2b22cc0655898;1348239055;add security credentials to examples in readme - txt ;False;Feature Addition;False;1.0;1.0;1.0;0.0;5.0;4.0;45.0;3.0;3.0682407407407406;1.0;159.0;12.072449041908238;45.0;0;0;0
2739;ba146e1a15e0bf2784cb14dfd11b6bfacd1ac36b;1348253982;SelfUpdateTest updating to wrong version ;True;Corrective;False;1.0;2.0;2.0;0.5916727785823275;3.0;4.0;167.5;10.0;43.707314814814815;2.0;186.0;11.238227861843884;44.0;0;0;0
2740;6b12009add67336ac35dc3bef7ff408f5c6fe7c4;1348257024;Add readme - md to fabric-webui ;False;Feature Addition;False;1.0;1.0;1.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;313.0;7.605108289412938;6.0;0;0;0
2741;294729c39f1dcd387e89d739b86b5efae72765b6;1348418456;Fixed a node not exists exception -  ;True;Corrective;False;1.0;1.0;1.0;0.0;3.0;3.0;189.0;5.0;38.14231481481482;1.0;433.0;24.63391727260358;364.0;0;0;0
2742;9bc469452c8954b05cdf912e0561da044f04c80b;1348418497;Fixed webui compile errors -  ;True;Corrective;False;1.0;4.0;6.0;2.327001273526461;48.0;16.0;141.33333333333334;1.0;2.8481963734567906;2.0;434.0;25.63391727260358;365.0;0;0;0
2743;8c4262e3dc5286ba8bc8280c1474fda5d1875d73;1348418573;Upgraded to jclouds 1 - 5 - 0 -  Upgraded to jersey 1 - 12 (for fabric-webui) -  ;False;;True;2.0;6.0;7.0;2.593115761723612;98.0;50.0;419.8571428571428;19.0;33.2780572089947;2.0;435.0;26.63391727260358;199.5;1;22;22
2744;429c3d41015bf22665eedcc400625d7fb109f961;1348478599;fixed a couple of merge issues ;True;Corrective;False;1.0;2.0;2.0;1.0;0.0;8.0;54.5;7.0;82.84920138888889;1.0;622.0;42.87390727452021;3.0;0;0;0
2745;f9f64cf279b227469b1ccdd5c7a178baf360ad68;1348482318;fixed some JDK 7 build issues ;True;Corrective;False;1.0;2.0;2.0;0.9993422034204592;313.0;250.0;197.0;9.0;31.88724537037037;1.0;623.0;43.20044864375608;6.0;0;0;0
2746;fa8d4938e708241b660ece2cbddd0839dff053a4;1348489008;[FABRIC-267] DOSGi does not fail fast when the server processing a request fails ;True;Corrective;True;1.0;2.0;6.0;2.070506038160678;247.0;49.0;141.33333333333334;4.0;202.23819444444447;1.0;256.0;10.361135252675066;116.0;1;4;4
2747;5f0d1c8b9b6485d812aab11203ea9e14363a15d8;1348493148;fixed bad version number ;True;Corrective;False;1.0;1.0;1.0;0.0;1.0;1.0;1410.0;18.0;0.8631365740740741;1.0;624.0;44.11458304702828;90.0;0;0;0
2748;35250ec266489b076172ca1e08d764b34ab9a944;1348496486;updated the pom names so they are a little nicer and consistent ;False;;False;1.0;13.0;13.0;3.7004397181410926;25.0;14.0;120.92307692307692;10.0;32.051226851851865;1.0;625.0;45.08606109279204;119.0;0;0;0
2749;b299b077f8250256fb3452cf255388e2871c63f1;1348498583;updated the pom names so they are a little nicer and consistent ;False;;False;1.0;10.0;10.0;3.2892464285091583;19.0;11.0;144.9;7.0;46.75512037037036;4.0;626.0;46.08106703026548;2.0;0;0;0
